,Value,Gender,Age group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,ADRR,2,[40-50),-0.9971067256247599,0.13634141214567919,0.8461560117267171,1.3746320250588626,1.80062645446717,2.16022047981195,2.4730710264266618,2.7511313863673874,3.002235563556861,3.2317929189497665,3.4437074745812097,3.640897696607243,3.825606036300275,3.9995905171372246,4.164256958842735,4.320743545280984,4.469998453616158,4.612808354638348,4.749836989577634,4.881654100835822,5.008741160747562,5.131518716296693,5.250353573325741,5.365567667880645,5.477445276544119,5.5862375495205745,5.692167473610574,5.795438863735385,5.896232789772842,5.9947127524692085,6.091026925589234,6.185310049716332,6.277685040949464,6.36826486486064,6.4571507752995885,6.544439167846209,6.630221879710985,6.714575744864746,6.7975755549727115,6.879290974999021,6.959786831069383,7.039123565215032,7.117357637913069,7.194541402048738,7.270724375321626,7.345953574899977,7.420272741619644,7.493723077361869,7.566343450477502,10.700564602618014,13.834795204690224,13.907413847134904,13.980862432426711,14.055179827990191,14.130407234724679,14.206588705026162,14.283772965309346,14.362007050881186,14.441343798082084,14.521839667398435,14.603555138213727,14.68655518588374,14.770909292475125,14.856692477357116,14.943985700098226,15.032876529131986,15.123458744187403,15.215836410877149,15.310120544578165,15.406433959726765,15.504913147407418,15.605706280218778,15.70897685762039,15.814905948065114,15.923698285895664,16.035575894149297,16.150790256402463,16.26962545654856,16.39240336659867,16.51948951714868,16.651302952544974,16.78833225566887,16.93114285306652,17.08039848920456,17.236887830789627,17.401554624053603,17.575534688454187,17.76023857267386,17.957429580673452,18.169345122486604,18.39890247366159,18.650008887054934,18.928081096146787,19.240937862905596,19.6005231596752,20.026511406747634,20.554970999883345,21.26480718070434,22.398252394805265
1,ADRR,2,[50-60),-1.129505255094287,0.0038443947116491017,0.7136246946649472,1.2420594187596787,1.6680191904057668,2.0275885433735663,2.340436480172267,2.6184966362554043,2.8695911034496024,3.099134876058426,3.311037882837561,3.5082195415143387,3.6929198599068878,3.8668967851467126,4.031556440946998,4.188041969878702,4.337295869577635,4.480101539549083,4.6171240591721965,4.748938583526615,4.876023251951116,4.9987984971080035,5.117628957670504,5.232838321463601,5.344711076018905,5.4534992790314645,5.559427679391866,5.662697584028273,5.763490060213956,5.8619686063433285,5.958281394049765,6.052563161978527,6.14493682446051,6.235514845295735,6.324400416807432,6.411688476518234,6.497466587682361,6.581815705079908,6.664810843643025,6.74652157195934,6.827009850983273,6.906341279104032,6.984571545257099,7.0617520373743945,7.137932283485773,7.213158790045349,7.2874752963231595,7.360923002725524,7.433540734102701,10.567618585799817,13.70173154509036,13.774346019483305,13.84779038908761,13.922103519096972,13.997326608045931,14.073503393217413,14.1506803789527,14.228907091031543,14.308236360814567,14.388724643466816,14.470432375332859,14.553424376439269,14.637770305195787,14.723545173698778,14.810829933668014,14.89971214504757,14.990286741771166,15.082657857666302,15.176939620398777,15.273252402796986,15.371730943498768,15.47252341412933,15.575793313074074,15.68172170759629,15.79050990461305,15.902382653002547,16.017592010445945,16.13642204849629,16.259194625182815,16.38627653147338,16.518088975717585,16.655117746281384,16.797927788650114,16.94718284471079,17.103669586032122,17.26833051755202,17.44230234418836,17.627001337900406,17.824182985709626,18.036085980809844,18.265621968282666,18.51670503445919,18.794752565139667,19.10758771661989,19.46715436826566,19.893116377503098,20.421574671427443,21.131396554765637,22.264789436438534
2,ADRR,2,[60-70],-1.0597912819317354,0.07370354742782048,0.7835727131422736,1.3120723436282002,1.7380858103734838,2.0977004894808857,2.4105774264775484,2.6886620960780254,2.9397786995202297,3.1693427084884425,3.3812643964339273,3.5784634384570904,3.7631800398530064,3.937172302732117,4.101846474770128,4.258345799316353,4.407612857096292,4.55043438293554,4.687474172093135,4.819297694383938,4.94639081109845,5.069174218065021,5.188014738607663,5.303234259148051,5.415116876298369,5.523914669974828,5.629852408881664,5.733131417694066,5.833932779648021,5.932420007551806,6.028741286101464,6.123031365820688,6.215413171876381,6.305999177983267,6.394892585561912,6.482188340504549,6.567974013784893,6.652330567319932,6.735333022655064,6.81705104697467,6.897549468470482,6.976888731100042,7.05512529713986,7.132312004605557,7.208498385515481,7.283730950068918,7.3580534410582255,7.4315070622075945,7.504130683606441,10.638543850787531,13.772957017968622,13.84558063936747,13.919034260516838,13.993356751506145,14.068589316059581,14.144775696969507,14.221962404435203,14.300198970475021,14.379538233104581,14.460036654600394,14.541754678919999,14.62475713425513,14.70911368779017,14.794899361070513,14.88219511601315,14.971088523591796,15.061674529698681,15.154056335754376,15.248346415473598,15.344667694023258,15.443154921927043,15.543956283880997,15.647235292693399,15.753173031600234,15.861970825276693,15.97385344242701,16.0890729629674,16.20791348351004,16.330696890476613,16.457790007191125,16.589613529481927,16.72665331863952,16.86947484447877,17.01874190225871,17.175241226804935,17.339915398842948,17.513907661722058,17.69862426311797,17.895823305141136,18.10774499308662,18.337309002054834,18.588425605497036,18.866510275097514,19.179387212094177,19.53900189120158,19.96501535794686,20.49351498843279,21.203384154147244,22.3368789835068
0,ADRR,0,[40-50),-0.40877844870206737,0.7128605864592963,1.4152449046416606,1.938144264704266,2.3596271653936105,2.7153887261397296,3.0249029485277905,3.299993044371881,3.5484009535628167,3.775485107102022,3.98511872560302,4.180193880014388,4.362918899363814,4.535033369910355,4.697928713157394,4.852736107171749,5.000388175920351,5.141663336562066,5.277218360793466,5.407612730700977,5.533327159132854,5.654777880980376,5.772327827375073,5.886295467257967,5.996961879212924,6.1045764637519415,6.209361599191231,6.311516468041483,6.411220225797519,6.508634643745491,6.603906327589245,6.697168591372072,6.788543049280053,6.87814097501209,6.966064468458294,7.0524074617004295,7.137256590294239,7.2206919510160406,7.302787763459703,7.383612949833183,7.463231644859995,7.541703645712051,7.6190848102897455,7.6954274108468566,7.770780448873648,7.845189936255643,7.918699146981809,7.991348843055726,8.063177477744293,11.16318827225625,14.263199066768205,14.33502770145677,14.407677397530687,14.481186608256856,14.55559609563885,14.630949133665641,14.707291734222752,14.784672898800446,14.8631448996525,14.942763594679313,15.023588781052794,15.105684593496457,15.189119954218256,15.273969082812068,15.360312076054203,15.448235569500408,15.537833495232444,15.629207953140426,15.722470216923252,15.817741900767006,15.915156318714978,16.014860076471017,16.117014945321266,16.221796319308815,16.329404559386226,16.440064446957855,16.554025367832182,16.671568384021974,16.79301194569279,16.918718962579405,17.049105645033798,17.184652677563612,17.325919509270765,17.4735628731316,17.628368978493743,17.791264447715335,17.96337905136601,18.146104212025207,18.341179517297277,18.550821608656275,18.77791948994909,19.026342415963168,19.301449141629277,19.610982074856103,19.96676207987359,20.38824562787057,20.911145790994816,21.613531187889347,22.735171945648503
1,ADRR,0,[50-60),-0.8397131535873363,0.2824546275206483,0.9851700529929399,1.5083159102872354,1.9299975000096143,2.285944674745563,2.595623047661448,2.870859037235668,3.1193986892883547,3.346603276658926,3.556343872174696,3.7515108371336545,3.9343218545392444,4.1065173293727595,4.269489337998885,4.424369590864274,4.572091150867802,4.713432801524089,4.8490516236340095,4.979507362599719,5.105280957513095,5.226788839163009,5.344394109491605,5.458415387324739,5.569133883533645,5.67679911600866,5.781633567726556,5.883836514941665,5.983587197466895,6.0810474627247535,6.176363985417872,6.269670142332725,6.361087604892127,6.45072769916505,6.538692573094093,6.625076202969397,6.709965265121032,6.793439894022215,6.875574344197669,6.956437570293032,7.036093737216309,7.114602670282467,7.1920202536809725,7.2683987842671165,7.3437872865933205,7.418231794200228,7.491775601443363,7.564459489510613,7.636321929766594,10.737791719348639,13.839261508930683,13.911123949186665,13.983807837253915,14.05735164449705,14.131796152103957,14.207184654430161,14.283563185016305,14.36098076841481,14.43948970148097,14.519145868404246,14.600009094499608,14.682143544675064,14.765618173576247,14.850507235727882,14.936890865603186,15.024855739532228,15.114495833805151,15.205913296364553,15.299219453279406,15.394535975972524,15.491996241230382,15.591746923755613,15.693949870970723,15.798784322688618,15.906449555163633,16.01716805137254,16.13118932920567,16.248794599534268,16.370302481184183,16.49607607609756,16.626531815063267,16.76215063717319,16.903492287829476,17.051213847833004,17.206094100698394,17.369066109324518,17.541261584158033,17.724072601563623,17.91923956652258,18.128980162038353,18.356184749408925,18.60472440146161,18.87996039103583,19.189638763951713,19.545585938687665,19.96726752841004,20.490413385704336,21.193128811176628,22.315296592284614
2,ADRR,0,[60-70],-0.8603633776250321,0.2612495508956494,0.9636175207748252,1.4865047101253923,1.9079778006152912,2.263748978308576,2.5732742316559483,2.848374131597668,3.0967908939440996,3.323883140668938,3.5335200305588264,3.7285904957810376,3.91131112281212,4.0834214560951985,4.246312883686858,4.401116556462826,4.548765075971744,4.6900368406609925,4.825588606439764,4.955979841945731,5.081691248471838,5.203139050903969,5.3206861716495695,5.434651071994347,5.54531482376564,5.652926821480393,5.757709438109318,5.859861851375184,5.959563212466297,6.056975288780177,6.152244682496578,6.245504704454211,6.33687696591581,6.426472737905495,6.514394117859116,6.6007350356005094,6.685582124602886,6.769015479717208,6.851109318753265,6.931932562262269,7.0115493434260765,7.090019457979199,7.167398762479332,7.243739527923735,7.319090754624784,7.393498453361975,7.467005897084061,7.53965384681479,7.611480754896726,10.711417031784713,13.8113533086727,13.883180216754635,13.955828166485365,14.02933561020745,14.10374330894464,14.179094535645689,14.255435301090095,14.332814605590226,14.41128472014335,14.490901501307157,14.57172474481616,14.653818583852217,14.737251938966539,14.822099027968916,14.90843994571031,14.99636132566393,15.085957097653615,15.177329359115214,15.270589381072845,15.365858774789249,15.463270851103129,15.562972212194243,15.665124625460107,15.769907242089031,15.877519239803785,15.98818299157508,16.102147891919856,16.219695012665454,16.341142815097587,16.466854221623695,16.59724545712966,16.73279722290843,16.87406898759768,17.0217175071066,17.176521179882567,17.339412607474227,17.511522940757306,17.69424356778839,17.8893140330106,18.098950922900485,18.326043169625326,18.57445993197176,18.849559831913474,19.15908508526085,19.514856262954133,19.936329353444034,20.4592165427946,21.161584512673777,22.283197441194456
0,ADRR,1,[40-50),-1.59814508900969,-0.4520800601969439,0.265462506948702,0.7996044896544499,1.2301427128494726,1.5935613951758212,1.909736858609996,2.190744917403417,2.4445486134413312,2.6765646478152956,2.8907456122594075,3.090043365643348,3.2767227634388836,3.4525612218260795,3.6189804142117867,3.7771361074296848,3.9279608612362473,4.072259830196945,4.21071581403268,4.343900325964714,4.472304414582611,4.596353262927661,4.7164176033223715,4.832822749313456,4.945855819753624,5.055771574050428,5.16279716825348,5.267136063792972,5.368971264457748,5.468468016066485,5.565776072826266,5.6610316115665675,5.754358857782588,5.845871474242922,5.935673752758949,6.023861641818812,6.110523636604702,6.195741553031773,6.279595063625887,6.362164571461349,6.443501461094401,6.523666825879291,6.602717734427828,6.68070759191182,6.75768646178212,6.833701353030839,6.9087964773633,6.983013480012696,7.056391647400149,10.222750921728974,13.389289523963384,13.462652141690025,13.536853416919964,13.61193262774908,13.68793141058548,13.764893967765522,13.842867298319586,13.921901455089515,14.002049831929956,14.083369485359237,14.165921495785238,14.249771374346855,14.334989522519212,14.421653662764736,14.509860638969114,14.599682354043676,14.691214777243392,14.784562222952275,14.879838378539777,14.977167496388123,15.076685782800526,15.178543024396461,15.282904502759953,15.389953261288687,15.499892805449486,15.612950340456994,15.729380680858188,15.849471007648996,15.973546704786102,16.1019785848323,16.23517210108027,16.37362864619799,16.517928200127347,16.668741662761526,16.82686419903803,16.99324850206063,17.169050096359403,17.355690357290968,17.554946328404576,17.76908239035077,18.001049783149483,18.2548011392775,18.53581861574433,18.85206321182114,19.215561356651055,19.64619371822355,20.18045249255634,20.89797520902138,22.043802580562996
1,ADRR,1,[50-60),-1.507935847528393,-0.36219110316530045,0.35526352040957665,0.8893705937426519,1.3198806786902217,1.6832756094324814,1.9994304089094301,2.280420102145814,2.5341534941646144,2.7661044650310704,2.9802253673987584,3.179467232357105,3.366094280251769,3.5418834288277345,3.7082559528165673,3.8663672949439865,4.017170080868664,4.1614594192350935,4.299906162440671,4.4330817855635445,4.561477304420418,4.685517873675629,4.805574200908798,4.921971577955032,5.034997104504567,5.144905522962169,5.251923974216928,5.356255906119905,5.45808431024617,5.557574421385797,5.654875983751195,5.750125165083317,5.843446182586486,5.934952691443378,6.024748976504878,6.112930979855474,6.199587190771137,6.284799419706582,6.368643474071041,6.451189750449567,6.532503755430664,6.612646565179578,6.691675232251499,6.769643146792349,6.846600358167313,6.922593862142221,6.99766785798315,7.071863979206145,7.145221501178837,10.311178751255156,13.477136001331473,13.550493523304166,13.624689644527162,13.69976364036809,13.775757144342998,13.852714355717962,13.930682270258812,14.009710937330734,14.089853747079648,14.171167752060745,14.253714028439273,14.33755808280373,14.422770311739175,14.509426522654838,14.597608526005434,14.687404811066934,14.778911319923825,14.872232337426993,14.967481518759119,15.064783081124514,15.164273192264142,15.266101596390406,15.370433528293383,15.477451979548142,15.587360398005744,15.70038592455528,15.816783301601514,15.936839628834683,16.060880198089894,16.189275716946767,16.32245134006964,16.460898083275218,16.60518742164165,16.755990207566327,16.914101549693743,17.080474073682577,17.256263222258543,17.442890270153207,17.642132135111552,17.85625303747924,18.0882040083457,18.3419374003645,18.622927093600882,18.93908189307783,19.30247682382009,19.73298690876766,20.267093982100736,20.984548605675613,22.130293350038706
2,ADRR,1,[60-70],-1.2678141400006684,-0.12225146957494104,0.5950891410063477,1.1291113376875366,1.5595530089097753,1.922890191409083,2.238994749722421,2.5199397899939466,2.7736328604333087,3.005546971234075,3.219633846968904,3.418844049769498,3.6054414401670654,3.781202653530947,3.9475487387334267,4.105634954885147,4.256413776260013,4.400680185149273,4.539104927343042,4.672259387104545,4.800634502221605,4.924655359795877,5.044692608496667,5.161071488465918,5.274079053769947,5.383970006331592,5.490971450944264,5.595286803128479,5.697099025379535,5.79657332622952,5.893859426094514,5.989093471076624,6.08239965864042,6.173891625907273,6.2636736411558305,6.351841631224119,6.438484071325998,6.523682758915425,6.6075134893548295,6.690046648042327,6.771347731156558,6.851477805156959,6.930493913532322,7.008449437944169,7.085394419804179,7.161375847409938,7.2364379130036784,7.310622243485327,7.383968107981147,10.54942224573259,13.714876383484032,13.788222247979853,13.862406578461501,13.93746864405524,14.013450071661001,14.09039505352101,14.168350577932857,14.24736668630822,14.327496760308621,14.408797843422853,14.49133100211035,14.575161732549756,14.660360420139181,14.74700286024106,14.83517085030935,14.924952865557906,15.01644483282476,15.109751020388554,15.204985065370664,15.302271165235659,15.401745466085645,15.5035576883367,15.607873040520914,15.714874485133588,15.824765437695232,15.937773002999261,16.05415188296851,16.1741891316693,16.298209989243574,16.426585104360633,16.559739564122136,16.698164306315906,16.842430715205168,16.993209536580032,17.15129575273175,17.317641837934232,17.493403051298113,17.680000441695682,17.879210644496276,18.093297520231104,18.32521163103187,18.57890470147123,18.859849741742757,19.175954300056098,19.539291482555406,19.969733153777643,20.50375535045883,21.22109596104012,22.366658631465846
0,COGI,2,[40-50),0.43681258354743185,0.47799248559781954,0.5037823195378289,0.5229829248970861,0.5384601664709059,0.551525113230828,0.5628920589139548,0.5729948931347171,0.5821178806336627,0.5904578691303091,0.5981569176335957,0.6053210970248459,0.6120317932603123,0.6183529131452503,0.6243355926418422,0.6300212766116216,0.6354442093948542,0.6406329733870195,0.6456116845392528,0.6504008865994013,0.6550182311053168,0.6594790021071655,0.6637965264451695,0.6679824983836531,0.6720472392678263,0.6759999072633414,0.6798486683084368,0.6836008366102617,0.6872629909962651,0.6908410719531266,0.6943404630909884,0.6977660599510596,0.7011223284545378,0.704413354817122,0.7076428883883015,0.7108143785908712,0.7139310069138434,0.7169957147365172,0.7200112276220817,0.7229800766076169,0.7259046169276365,0.7287870445356468,0.7316294107290662,0.7344336351344446,0.7372015172701092,0.739934746870474,0.7426349131289369,0.7453035129935188,0.7479419586303419,0.8618154759148969,0.9756899823305107,0.9783284280617561,0.9809970280218394,0.9836971943769335,0.9864304240751127,0.9891983063098316,0.992002530815565,0.9948448971107045,0.9977273248218684,1.0006518652465488,1.0036207143383304,1.0066362273318115,1.0097009352641622,1.0128175636986696,1.0159890540147376,1.0192185877014928,1.022509614181853,1.0258658828054426,1.0292914797881056,1.0327908710512004,1.0363689521361112,1.0400311066531724,1.0437832750892766,1.0476320362721079,1.0515847044090774,1.0556494454387158,1.0598353509416856,1.064152797574395,1.0686134882928453,1.0732307496974074,1.0780198655631703,1.0829984871102996,1.0881871577169027,1.0936099929000858,1.099295574540911,1.1052781463633274,1.1115992829345254,1.1183101120290613,1.125474433257488,1.1331736341873464,1.1415137877999615,1.1506369559167728,1.1607398848218977,1.172106830921702,1.1851717781605455,1.200649020301714,1.2198493181954597,1.2456386613140435,1.2868187796844102
